#
#
#
#---------------------------------------------------------------
# DATAFILE:   NO2_Vandaele(1998)_220K_238-667nm.txt
# NAME:   nitrogen dioxide
# FORMULA:    NO2
# AUTHOR(YEAR):   Vandaele(1998)
# T:  220K, 294K
# λ:  238-667nm
# BIBLIOGRAPHY:   A.C. Vandaele, C. Hermans, P.C. Simon, M. Carleer, R. Colins, S. Fally, 
# M.F. Mérienne, A. Jenouvrier, and B. Coquart, 
# "Measurements of the NO2 absorption cross-sections from 42000 cm-1 to 10000 cm-1 (238-1000 nm) at 220 K and 294 K", 
# J. Quant. Spectrosc. Radiat. Transfer 59, 171-184 (1998); DOI: 10.1016/S0022-4073(97)00168-4
# COMMENTS:   Absorption measurements using a Fourier transform spectrometer at a spectral resolution of 2 cm-1 
# (0.01 nm at 240 nm to 0.2 nm at 1000 nm)
# Data file from the webpage of the Belgian Institute for Space Aeronomy
# http://spectrolab.aeronomie.be/index.htm
#
# data is downloaded from Spectral Atlas
#  Keller-Rudek, H., Moortgat, G. K., Sander, R., and Sörensen, R.: 
#  The MPI-Mainz UV/VIS spectral atlas of gaseous molecules of atmospheric interest, 
#  Earth Syst. Sci. Data, 5, 365–373, (2013), DOI: 10.5194/essd-5-365-2013
# 
# Non diluted NO2
# temperature = 220 K, 294 K
# pressures: from 0.007 to 2 torr
# path lengths: 20 and 60 m
# 
#  nm         220 K          294 K
 531.05670  0.143315E-18  0.146268E-18
 531.08391  0.139794E-18  0.144435E-18
 531.11111  0.134971E-18  0.145015E-18
 531.13832  0.142691E-18  0.149234E-18
 531.16554  0.148356E-18  0.154607E-18
 531.19275  0.152884E-18  0.157933E-18
 531.21997  0.147292E-18  0.152891E-18
 531.24719  0.142694E-18  0.150947E-18
 531.27442  0.145355E-18  0.151264E-18
 531.30164  0.146090E-18  0.152683E-18
 531.32887  0.154794E-18  0.155677E-18
 531.35610  0.149606E-18  0.149607E-18
 531.38334  0.137986E-18  0.143296E-18
 531.41058  0.130827E-18  0.138871E-18
 531.43782  0.126068E-18  0.138092E-18
 531.46506  0.135384E-18  0.145247E-18
 531.49231  0.138763E-18  0.148491E-18
 531.51956  0.140208E-18  0.152173E-18
 531.54681  0.144067E-18  0.153213E-18
 531.57406  0.132454E-18  0.146230E-18
 531.60132  0.134753E-18  0.151514E-18
 531.62858  0.151130E-18  0.163241E-18
 531.65584  0.156592E-18  0.164359E-18
 531.68311  0.151313E-18  0.156683E-18
 531.71038  0.141358E-18  0.151949E-18
 531.73765  0.147998E-18  0.156330E-18
 531.76492  0.151208E-18  0.156351E-18
 531.79220  0.142113E-18  0.151402E-18
 531.81948  0.138707E-18  0.147148E-18
 531.84676  0.137445E-18  0.148321E-18
 531.87405  0.142363E-18  0.152379E-18
 531.90134  0.138810E-18  0.149685E-18
 531.92863  0.134109E-18  0.147987E-18
 531.95592  0.134288E-18  0.147784E-18
 531.98322  0.136787E-18  0.149872E-18
 532.01052  0.143812E-18  0.152232E-18
 532.03782  0.139158E-18  0.149511E-18
 532.06512  0.137001E-18  0.149327E-18
 532.09243  0.140605E-18  0.151948E-18
 532.11974  0.138732E-18  0.151971E-18
 532.14706  0.134507E-18  0.150728E-18
 532.17437  0.141099E-18  0.157014E-18
 532.20169  0.158076E-18  0.167165E-18
 532.22901  0.167820E-18  0.169873E-18
 532.25634  0.158891E-18  0.160842E-18
 532.28367  0.140023E-18  0.150535E-18
 532.31100  0.132760E-18  0.146924E-18
 532.33833  0.132644E-18  0.151608E-18
 532.36566  0.154387E-18  0.168261E-18
 532.39300  0.170297E-18  0.171561E-18
 532.42034  0.157718E-18  0.163395E-18
 532.44769  0.148637E-18  0.155719E-18
 532.47504  0.137451E-18  0.151244E-18
 532.50239  0.158038E-18  0.164587E-18
 532.52974  0.165246E-18  0.162203E-18
 532.55709  0.142745E-18  0.154118E-18
 532.58445  0.167483E-18  0.169263E-18
 532.61181  0.191764E-18  0.176892E-18
 532.63918  0.177405E-18  0.167327E-18
 532.66654  0.152649E-18  0.152796E-18
 532.69391  0.138971E-18  0.145742E-18
 532.72129  0.140372E-18  0.148415E-18
 532.74866  0.150612E-18  0.153988E-18
 532.77604  0.156853E-18  0.154862E-18
 532.80342  0.145865E-18  0.152045E-18
 532.83080  0.143758E-18  0.152828E-18
 532.85819  0.141928E-18  0.148848E-18
 532.88558  0.133897E-18  0.143469E-18
 532.91297  0.134395E-18  0.144597E-18
 532.94037  0.137510E-18  0.146278E-18
 532.96776  0.133397E-18  0.142631E-18
 532.99516  0.124830E-18  0.139244E-18
 533.02257  0.124919E-18  0.138949E-18
 533.04997  0.128063E-18  0.139212E-18
 533.07738  0.132731E-18  0.140479E-18
 533.10480  0.132376E-18  0.139811E-18
 533.13221  0.133697E-18  0.144522E-18
 533.15963  0.144960E-18  0.152265E-18
 533.18705  0.149822E-18  0.155519E-18
 533.21447  0.150385E-18  0.158179E-18
 533.24190  0.152858E-18  0.160934E-18
 533.26933  0.155855E-18  0.159712E-18
 533.29676  0.144112E-18  0.149430E-18
 533.32419  0.133980E-18  0.144280E-18
 533.35163  0.135044E-18  0.143116E-18
 533.37907  0.126704E-18  0.137821E-18
 533.40651  0.123760E-18  0.134961E-18
 533.43396  0.119994E-18  0.130485E-18
 533.46141  0.115768E-18  0.129493E-18
 533.48886  0.116634E-18  0.126116E-18
 533.51631  0.103269E-18  0.114975E-18
 533.54377  0.945604E-19  0.111453E-18
 533.57123  0.989528E-19  0.114995E-18
 533.59869  0.104716E-18  0.118244E-18
 533.62616  0.108337E-18  0.120728E-18
 533.65362  0.112129E-18  0.124111E-18
 533.68109  0.112571E-18  0.122092E-18
 533.70857  0.105427E-18  0.118582E-18
 533.73605  0.112236E-18  0.122217E-18
 533.76353  0.113200E-18  0.119578E-18
 533.79101  0.105251E-18  0.117318E-18
 533.81849  0.113493E-18  0.120704E-18
 533.84598  0.109775E-18  0.118142E-18
 533.87347  0.108594E-18  0.119087E-18
 533.90097  0.112426E-18  0.120594E-18
 533.92846  0.106467E-18  0.120057E-18
 533.95596  0.114483E-18  0.125607E-18
 533.98346  0.128094E-18  0.133463E-18
 534.01097  0.138523E-18  0.140176E-18
 534.03848  0.137647E-18  0.138668E-18
 534.06599  0.127661E-18  0.130955E-18
 534.09350  0.120210E-18  0.126057E-18
 534.12102  0.115489E-18  0.122714E-18
 534.14854  0.107320E-18  0.116856E-18
 534.17606  0.102349E-18  0.115545E-18
 534.20358  0.107468E-18  0.116853E-18
 534.23111  0.100730E-18  0.114407E-18
 534.25864  0.104375E-18  0.117767E-18
 534.28618  0.108698E-18  0.117149E-18
 534.31371  0.107051E-18  0.118737E-18
 534.34125  0.124276E-18  0.126595E-18
 534.36879  0.119702E-18  0.122436E-18
 534.39634  0.117275E-18  0.123487E-18
 534.42389  0.126852E-18  0.126498E-18
 534.45144  0.119744E-18  0.122034E-18
 534.47899  0.114619E-18  0.117990E-18
 534.50655  0.105910E-18  0.110246E-18
 534.53410  0.964594E-19  0.105212E-18
 534.56167  0.968170E-19  0.105133E-18
 534.58923  0.956749E-19  0.104660E-18
 534.61680  0.914149E-19  0.106185E-18
 534.64437  0.106427E-18  0.114518E-18
 534.67194  0.113268E-18  0.115490E-18
 534.69952  0.954056E-19  0.106670E-18
 534.72710  0.905833E-19  0.104302E-18
 534.75468  0.949155E-19  0.106179E-18
 534.78226  0.990593E-19  0.106036E-18
 534.80985  0.939956E-19  0.102927E-18
 534.83744  0.951919E-19  0.105574E-18
 534.86503  0.103238E-18  0.108513E-18
 534.89263  0.966080E-19  0.105257E-18
 534.92023  0.921023E-19  0.103793E-18
 534.94783  0.885845E-19  0.101375E-18
 534.97543  0.862014E-19  0.985114E-19
 535.00304  0.833890E-19  0.950745E-19
 535.03065  0.781746E-19  0.911616E-19
 535.05827  0.733603E-19  0.869152E-19
 535.08588  0.717790E-19  0.864391E-19
 535.11350  0.729213E-19  0.864293E-19
 535.14112  0.657393E-19  0.811120E-19
 535.16875  0.651617E-19  0.788586E-19
 535.19637  0.610144E-19  0.739418E-19
 535.22400  0.553138E-19  0.728957E-19
 535.25164  0.634723E-19  0.782284E-19
 535.27927  0.638407E-19  0.776602E-19
 535.30691  0.619893E-19  0.783343E-19
 535.33455  0.654151E-19  0.809258E-19
 535.36220  0.651936E-19  0.803038E-19
 535.38984  0.639452E-19  0.800572E-19
 535.41749  0.684571E-19  0.816425E-19
 535.44515  0.654020E-19  0.768669E-19
 535.47280  0.579611E-19  0.739685E-19
 535.50046  0.643949E-19  0.785362E-19
 535.52812  0.669131E-19  0.794628E-19
 535.55579  0.679190E-19  0.811438E-19
 535.58346  0.719445E-19  0.830260E-19
 535.61113  0.736596E-19  0.849447E-19
 535.63880  0.757313E-19  0.858664E-19
 535.66647  0.734815E-19  0.842858E-19
 535.69415  0.729944E-19  0.832297E-19
 535.72183  0.685787E-19  0.787983E-19
 535.74952  0.652421E-19  0.775572E-19
 535.77721  0.674824E-19  0.800432E-19
 535.80490  0.714742E-19  0.829979E-19
 535.83259  0.711650E-19  0.809268E-19
 535.86029  0.627694E-19  0.770902E-19
 535.88798  0.688916E-19  0.810714E-19
 535.91569  0.702244E-19  0.788044E-19
 535.94339  0.612693E-19  0.750766E-19
 535.97110  0.708339E-19  0.810690E-19
 535.99881  0.773589E-19  0.831235E-19
 536.02652  0.699755E-19  0.798423E-19
 536.05424  0.717860E-19  0.840631E-19
 536.08196  0.861633E-19  0.924854E-19
 536.10968  0.921297E-19  0.944831E-19
 536.13740  0.904441E-19  0.946405E-19
 536.16513  0.923883E-19  0.965377E-19
 536.19286  0.941158E-19  0.985399E-19
 536.22059  0.931429E-19  0.960933E-19
 536.24833  0.835486E-19  0.888474E-19
 536.27607  0.754912E-19  0.848143E-19
 536.30381  0.737689E-19  0.844189E-19
 536.33155  0.749378E-19  0.862240E-19
 536.35930  0.805009E-19  0.896558E-19
 536.38705  0.870717E-19  0.939848E-19
 536.41481  0.917581E-19  0.966648E-19
 536.44256  0.918616E-19  0.966516E-19
 536.47032  0.938595E-19  0.963173E-19
 536.49808  0.901329E-19  0.918840E-19
 536.52585  0.813820E-19  0.870715E-19
 536.55362  0.791169E-19  0.853778E-19
 536.58139  0.748860E-19  0.830097E-19
 536.60916  0.742987E-19  0.824272E-19
 536.63694  0.730293E-19  0.800420E-19
 536.66471  0.669046E-19  0.773753E-19
 536.69250  0.711954E-19  0.812957E-19
 536.72028  0.755262E-19  0.829847E-19
 536.74807  0.709226E-19  0.797684E-19
 536.77586  0.672539E-19  0.777747E-19
 536.80365  0.667662E-19  0.767209E-19
 536.83145  0.646258E-19  0.745577E-19
 536.85925  0.634913E-19  0.743107E-19
 536.88705  0.699248E-19  0.782983E-19
 536.91486  0.741111E-19  0.798662E-19
 536.94266  0.713643E-19  0.782832E-19
 536.97047  0.689285E-19  0.781623E-19
 536.99829  0.707059E-19  0.805393E-19
 537.02610  0.696484E-19  0.793130E-19
 537.05392  0.627712E-19  0.759405E-19
 537.08175  0.661977E-19  0.788891E-19
 537.10957  0.703845E-19  0.820691E-19
 537.13740  0.740054E-19  0.871402E-19
 537.16523  0.813774E-19  0.898644E-19
 537.19306  0.766777E-19  0.858508E-19
 537.22090  0.785002E-19  0.868186E-19
 537.24874  0.812817E-19  0.855634E-19
 537.27658  0.737680E-19  0.814733E-19
 537.30443  0.736606E-19  0.824024E-19
 537.33228  0.766965E-19  0.838719E-19
 537.36013  0.755592E-19  0.822927E-19
 537.38798  0.711081E-19  0.793381E-19
 537.41584  0.674101E-19  0.769169E-19
 537.44370  0.666864E-19  0.771771E-19
 537.47156  0.719844E-19  0.810264E-19
 537.49943  0.750052E-19  0.822225E-19
 537.52730  0.762125E-19  0.832612E-19
 537.55517  0.770599E-19  0.815979E-19
 537.58304  0.700806E-19  0.770410E-19
 537.61092  0.691655E-19  0.776461E-19
 537.63880  0.693184E-19  0.795678E-19
 537.66668  0.798845E-19  0.878251E-19
 537.69457  0.929042E-19  0.911294E-19
 537.72246  0.765337E-19  0.808827E-19
 537.75035  0.660301E-19  0.774309E-19
 537.77824  0.716521E-19  0.801941E-19
 537.80614  0.749051E-19  0.830197E-19
 537.83404  0.793445E-19  0.871547E-19
 537.86194  0.809574E-19  0.885934E-19
 537.88985  0.811436E-19  0.916530E-19
 537.91776  0.962346E-19  0.103147E-18
 537.94567  0.114165E-18  0.112153E-18
 537.97358  0.115270E-18  0.113358E-18
 538.00150  0.117339E-18  0.115841E-18
 538.02942  0.122023E-18  0.119893E-18
 538.05735  0.126188E-18  0.124409E-18
 538.08527  0.126061E-18  0.120984E-18
 538.11320  0.112042E-18  0.110335E-18
 538.14113  0.102728E-18  0.105008E-18
 538.16907  0.101574E-18  0.104101E-18
 538.19701  0.103885E-18  0.108013E-18
 538.22495  0.115442E-18  0.114537E-18
 538.25289  0.116006E-18  0.112580E-18
 538.28084  0.107899E-18  0.111116E-18
 538.30879  0.118393E-18  0.118578E-18
 538.33674  0.124072E-18  0.121882E-18
 538.36470  0.131409E-18  0.130182E-18
 538.39265  0.151603E-18  0.141684E-18
 538.42062  0.144679E-18  0.137936E-18
 538.44858  0.139720E-18  0.136393E-18
 538.47655  0.148728E-18  0.138431E-18
 538.50452  0.147347E-18  0.136432E-18
 538.53249  0.139832E-18  0.130619E-18
 538.56046  0.129813E-18  0.124293E-18
 538.58844  0.131636E-18  0.124552E-18
 538.61643  0.126692E-18  0.119061E-18
 538.64441  0.116089E-18  0.115424E-18
 538.67240  0.124599E-18  0.121255E-18
 538.70039  0.128462E-18  0.122143E-18
 538.72838  0.120196E-18  0.117454E-18
 538.75638  0.111478E-18  0.111906E-18
 538.78438  0.107498E-18  0.109877E-18
 538.81238  0.109483E-18  0.110068E-18
 538.84038  0.105194E-18  0.107992E-18
 538.86839  0.103595E-18  0.109901E-18
 538.89640  0.120918E-18  0.120399E-18
 538.92441  0.131511E-18  0.124823E-18
 538.95243  0.123236E-18  0.122940E-18
 538.98045  0.128454E-18  0.126162E-18
 539.00847  0.123560E-18  0.119152E-18
 539.03650  0.107893E-18  0.112610E-18
 539.06453  0.116078E-18  0.117060E-18
 539.09256  0.120337E-18  0.121507E-18
 539.12059  0.135051E-18  0.135546E-18
 539.14863  0.153644E-18  0.141668E-18
 539.17667  0.137487E-18  0.132257E-18
 539.20471  0.133285E-18  0.132601E-18
 539.23276  0.140040E-18  0.134904E-18
 539.26080  0.136564E-18  0.130752E-18
 539.28886  0.125431E-18  0.122596E-18
 539.31691  0.118948E-18  0.122962E-18
 539.34497  0.143402E-18  0.139611E-18
 539.37303  0.154007E-18  0.140045E-18
 539.40109  0.122313E-18  0.120720E-18
 539.42916  0.107721E-18  0.114051E-18
 539.45722  0.112478E-18  0.114240E-18
 539.48530  0.103143E-18  0.106246E-18
 539.51337  0.924145E-19  0.994219E-19
 539.54145  0.948353E-19  0.101756E-18
 539.56953  0.102724E-18  0.106538E-18
 539.59761  0.103741E-18  0.105725E-18
 539.62570  0.950320E-19  0.992440E-19
 539.65379  0.893947E-19  0.963018E-19
 539.68188  0.962997E-19  0.102880E-18
 539.70998  0.102448E-18  0.106286E-18
 539.73808  0.100244E-18  0.106566E-18
 539.76618  0.104022E-18  0.107452E-18
 539.79428  0.939715E-19  0.974086E-19
 539.82239  0.818846E-19  0.919761E-19
 539.85050  0.880041E-19  0.944255E-19
 539.87861  0.860736E-19  0.937429E-19
 539.90673  0.883856E-19  0.964901E-19
 539.93484  0.899116E-19  0.957945E-19
 539.96297  0.857172E-19  0.958708E-19
 539.99109  0.916100E-19  0.100133E-18
 540.01922  0.901461E-19  0.976861E-19
 540.04735  0.848797E-19  0.941275E-19
 540.07548  0.815322E-19  0.927288E-19
 540.10362  0.792592E-19  0.915553E-19
 540.13176  0.762323E-19  0.880611E-19
 540.15990  0.709172E-19  0.834038E-19
 540.18804  0.667901E-19  0.795061E-19
 540.21619  0.641587E-19  0.787768E-19
 540.24434  0.698086E-19  0.836614E-19
 540.27250  0.732601E-19  0.846529E-19
 540.30065  0.696064E-19  0.815830E-19
 540.32881  0.660999E-19  0.792862E-19
 540.35698  0.641221E-19  0.788756E-19
 540.38514  0.665488E-19  0.805698E-19
 540.41331  0.651118E-19  0.783812E-19
 540.44148  0.599420E-19  0.751298E-19
 540.46966  0.594874E-19  0.747071E-19
 540.49783  0.593252E-19  0.739335E-19
 540.52601  0.569182E-19  0.716035E-19
 540.55420  0.551606E-19  0.698305E-19
 540.58238  0.558548E-19  0.710266E-19
 540.61057  0.599906E-19  0.739632E-19
 540.63876  0.603991E-19  0.739877E-19
 540.66696  0.584788E-19  0.734721E-19
 540.69516  0.624119E-19  0.765593E-19
 540.72336  0.630737E-19  0.768491E-19
 540.75156  0.589028E-19  0.750444E-19
 540.77977  0.604884E-19  0.776534E-19
 540.80798  0.683772E-19  0.831418E-19
 540.83619  0.707503E-19  0.833175E-19
 540.86441  0.647369E-19  0.797338E-19
 540.89263  0.661204E-19  0.818880E-19
 540.92085  0.680766E-19  0.825635E-19
 540.94907  0.656059E-19  0.828777E-19
 540.97730  0.714570E-19  0.869626E-19
 541.00553  0.739860E-19  0.870694E-19
 541.03376  0.735836E-19  0.872452E-19
 541.06200  0.739873E-19  0.870383E-19
 541.09024  0.713874E-19  0.862931E-19
 541.11848  0.747006E-19  0.886269E-19
 541.14672  0.766505E-19  0.910266E-19
 541.17497  0.815138E-19  0.960964E-19
 541.20322  0.904943E-19  0.101961E-18
 541.23148  0.919912E-19  0.102241E-18
 541.25973  0.877029E-19  0.964971E-19
 541.28799  0.808400E-19  0.913690E-19
 541.31626  0.797107E-19  0.905754E-19
 541.34452  0.767889E-19  0.893351E-19
 541.37279  0.814453E-19  0.944844E-19
 541.40106  0.950720E-19  0.102287E-18
 541.42934  0.932710E-19  0.101033E-18
 541.45761  0.951444E-19  0.101811E-18
 541.48590  0.955863E-19  0.102292E-18
 541.51418  0.952448E-19  0.108302E-18
 541.54246  0.119166E-18  0.125748E-18
 541.57075  0.131803E-18  0.132206E-18
 541.59905  0.131258E-18  0.133753E-18
 541.62734  0.133506E-18  0.132135E-18
 541.65564  0.123720E-18  0.124934E-18
 541.68394  0.120754E-18  0.122587E-18
 541.71225  0.117989E-18  0.119542E-18
 541.74055  0.124093E-18  0.127636E-18
 541.76886  0.144966E-18  0.139590E-18
 541.79718  0.138930E-18  0.134712E-18
 541.82549  0.129471E-18  0.129662E-18
 541.85381  0.128858E-18  0.127338E-18
 541.88213  0.118341E-18  0.120604E-18
 541.91046  0.114981E-18  0.117959E-18
 541.93878  0.117317E-18  0.119584E-18
 541.96712  0.118684E-18  0.122803E-18
 541.99545  0.129132E-18  0.133337E-18
 542.02379  0.146859E-18  0.144590E-18
 542.05213  0.150148E-18  0.144983E-18
 542.08047  0.139502E-18  0.137439E-18
 542.10881  0.128636E-18  0.128314E-18
 542.13716  0.120863E-18  0.125541E-18
 542.16551  0.129941E-18  0.133768E-18
 542.19387  0.148365E-18  0.145377E-18
 542.22223  0.159892E-18  0.152464E-18
 542.25059  0.162721E-18  0.152253E-18
 542.27895  0.150660E-18  0.143431E-18
 542.30732  0.138937E-18  0.137475E-18
 542.33568  0.146763E-18  0.143619E-18
 542.36406  0.158764E-18  0.148755E-18
 542.39243  0.149492E-18  0.141733E-18
 542.42081  0.141471E-18  0.139367E-18
 542.44919  0.146869E-18  0.142746E-18
 542.47758  0.136781E-18  0.135230E-18
 542.50596  0.127253E-18  0.130566E-18
 542.53435  0.129175E-18  0.133941E-18
 542.56275  0.130547E-18  0.135643E-18
 542.59114  0.128881E-18  0.133695E-18
 542.61954  0.124989E-18  0.133605E-18
 542.64794  0.132642E-18  0.137053E-18
 542.67635  0.130727E-18  0.134521E-18
 542.70476  0.129955E-18  0.137780E-18
 542.73317  0.140933E-18  0.144012E-18
 542.76158  0.145884E-18  0.149133E-18
 542.79000  0.154445E-18  0.151978E-18
 542.81842  0.141182E-18  0.141974E-18
 542.84684  0.140511E-18  0.146977E-18
 542.87527  0.157944E-18  0.154247E-18
 542.90369  0.143415E-18  0.142427E-18
 542.93213  0.133769E-18  0.139199E-18
 542.96056  0.142325E-18  0.145238E-18
 542.98900  0.140727E-18  0.142435E-18
 543.01744  0.131167E-18  0.138298E-18
 543.04588  0.143035E-18  0.148909E-18
 543.07433  0.157308E-18  0.160403E-18
 543.10278  0.166456E-18  0.165758E-18
 543.13123  0.171568E-18  0.162987E-18
 543.15969  0.156701E-18  0.152762E-18
 543.18815  0.145008E-18  0.142869E-18
 543.21661  0.135852E-18  0.138342E-18
 543.24507  0.144395E-18  0.141353E-18
 543.27354  0.132243E-18  0.130169E-18
 543.30201  0.120405E-18  0.130625E-18
 543.33048  0.145560E-18  0.145110E-18
 543.35896  0.143336E-18  0.144262E-18
 543.38744  0.141478E-18  0.142275E-18
 543.41592  0.134175E-18  0.134684E-18
 543.44441  0.132850E-18  0.138641E-18
 543.47290  0.148875E-18  0.146422E-18
 543.50139  0.145823E-18  0.146152E-18
 543.52988  0.148436E-18  0.146867E-18
 543.55838  0.136480E-18  0.139560E-18
 543.58688  0.142176E-18  0.144191E-18
 543.61538  0.145008E-18  0.140903E-18
 543.64389  0.129653E-18  0.135530E-18
 543.67240  0.139363E-18  0.139693E-18
 543.70091  0.126703E-18  0.129827E-18
 543.72943  0.121856E-18  0.129361E-18
 543.75794  0.129873E-18  0.132821E-18
 543.78646  0.125978E-18  0.132041E-18
 543.81499  0.126934E-18  0.129922E-18
 543.84352  0.118727E-18  0.123081E-18
 543.87205  0.116010E-18  0.121975E-18
 543.90058  0.115138E-18  0.120006E-18
 543.92912  0.111576E-18  0.117607E-18
 543.95766  0.112106E-18  0.117034E-18
 543.98620  0.116805E-18  0.122460E-18
 544.01474  0.127378E-18  0.129742E-18
 544.04329  0.123233E-18  0.125446E-18
 544.07184  0.118315E-18  0.123356E-18
 544.10040  0.125291E-18  0.127026E-18
 544.12895  0.126916E-18  0.127383E-18
 544.15751  0.125169E-18  0.125125E-18
 544.18608  0.120523E-18  0.120523E-18
 544.21464  0.113134E-18  0.114809E-18
 544.24321  0.106653E-18  0.109660E-18
 544.27178  0.104446E-18  0.108409E-18
 544.30036  0.107209E-18  0.109936E-18
 544.32894  0.106008E-18  0.110750E-18
 544.35752  0.108373E-18  0.115040E-18
 544.38610  0.113671E-18  0.116815E-18
 544.41469  0.109062E-18  0.111868E-18
 544.44328  0.105289E-18  0.111737E-18
 544.47187  0.109661E-18  0.116314E-18
 544.50047  0.115385E-18  0.120620E-18
 544.52907  0.119426E-18  0.125421E-18
 544.55767  0.123315E-18  0.127790E-18
 544.58628  0.121276E-18  0.124325E-18
 544.61488  0.115907E-18  0.120904E-18
 544.64350  0.119321E-18  0.124110E-18
 544.67211  0.127334E-18  0.131267E-18
 544.70073  0.135906E-18  0.137371E-18
 544.72935  0.135267E-18  0.133181E-18
 544.75797  0.122470E-18  0.124373E-18
 544.78660  0.123319E-18  0.125130E-18
 544.81523  0.127299E-18  0.127174E-18
 544.84386  0.124137E-18  0.130329E-18
 544.87249  0.136707E-18  0.139483E-18
 544.90113  0.142595E-18  0.140800E-18
 544.92977  0.140603E-18  0.141209E-18
 544.95842  0.145631E-18  0.143109E-18
 544.98707  0.138498E-18  0.137448E-18
 545.01572  0.138516E-18  0.140594E-18
 545.04437  0.151370E-18  0.153638E-18
 545.07303  0.171999E-18  0.169444E-18
 545.10169  0.185389E-18  0.175509E-18
 545.13035  0.173169E-18  0.168422E-18
 545.15901  0.173715E-18  0.169788E-18
 545.18768  0.178806E-18  0.170170E-18
 545.21635  0.169840E-18  0.161831E-18
 545.24503  0.152986E-18  0.149410E-18
 545.27370  0.149148E-18  0.150921E-18
 545.30239  0.172375E-18  0.163982E-18
 545.33107  0.162621E-18  0.151114E-18
 545.35976  0.136766E-18  0.136408E-18
 545.38844  0.137085E-18  0.137912E-18
 545.41714  0.141444E-18  0.141096E-18
 545.44583  0.142902E-18  0.138733E-18
 545.47453  0.132552E-18  0.129024E-18
 545.50323  0.126623E-18  0.126607E-18
 545.53194  0.134194E-18  0.132881E-18
 545.56065  0.144022E-18  0.139865E-18
 545.58936  0.143871E-18  0.136274E-18
 545.61807  0.130772E-18  0.126825E-18
 545.64679  0.124599E-18  0.121481E-18
 545.67551  0.119500E-18  0.118527E-18
 545.70423  0.120321E-18  0.120983E-18
 545.73296  0.121065E-18  0.118969E-18
 545.76168  0.114771E-18  0.114961E-18
 545.79042  0.111998E-18  0.111464E-18
 545.81915  0.104433E-18  0.107383E-18
 545.84789  0.108999E-18  0.112158E-18
 545.87663  0.117088E-18  0.114758E-18
 545.90537  0.114280E-18  0.112399E-18
 545.93412  0.113693E-18  0.110905E-18
 545.96287  0.108645E-18  0.107113E-18
 545.99162  0.106415E-18  0.106506E-18
 546.02038  0.112999E-18  0.112455E-18
 546.04914  0.121108E-18  0.117721E-18
 546.07790  0.119689E-18  0.114442E-18
 546.10667  0.110237E-18  0.108324E-18
 546.13543  0.109822E-18  0.108713E-18
 546.16421  0.114759E-18  0.112656E-18
 546.19298  0.121476E-18  0.118065E-18
 546.22176  0.129177E-18  0.122663E-18
 546.25054  0.125042E-18  0.119004E-18
 546.27932  0.115202E-18  0.113480E-18
 546.30811  0.113435E-18  0.113854E-18
 546.33690  0.116426E-18  0.114273E-18
 546.36569  0.109459E-18  0.108313E-18
 546.39448  0.101635E-18  0.104071E-18
 546.42328  0.101386E-18  0.101311E-18
 546.45208  0.917938E-19  0.944889E-19
 546.48089  0.893624E-19  0.925952E-19
 546.50970  0.872648E-19  0.895960E-19
 546.53851  0.825179E-19  0.922935E-19
 546.56732  0.963054E-19  0.100947E-18
 546.59614  0.921819E-19  0.942655E-19
 546.62496  0.837897E-19  0.905667E-19
 546.65378  0.912449E-19  0.956779E-19
 546.68261  0.926884E-19  0.980285E-19
 546.71144  0.974238E-19  0.102586E-18
 546.74027  0.102335E-18  0.104150E-18
 546.76910  0.939079E-19  0.946260E-19
 546.79794  0.808680E-19  0.874136E-19
 546.82678  0.840637E-19  0.916732E-19
 546.85563  0.895354E-19  0.965303E-19
 546.88447  0.982283E-19  0.106442E-18
 546.91332  0.111553E-18  0.112516E-18
 546.94218  0.104332E-18  0.106695E-18
 546.97103  0.103849E-18  0.108231E-18
 546.99989  0.109380E-18  0.111514E-18
 547.02875  0.105854E-18  0.107317E-18
 547.05762  0.976333E-19  0.992812E-19
 547.08649  0.905771E-19  0.952267E-19
 547.11536  0.929403E-19  0.978104E-19
 547.14423  0.102995E-18  0.109716E-18
 547.17311  0.130695E-18  0.131719E-18
 547.20199  0.149544E-18  0.142601E-18
 547.23088  0.142884E-18  0.140604E-18
 547.25976  0.140399E-18  0.139348E-18
 547.28865  0.138635E-18  0.135526E-18
 547.31755  0.133571E-18  0.132710E-18
 547.34644  0.135794E-18  0.131938E-18
 547.37534  0.126611E-18  0.122764E-18
 547.40424  0.117214E-18  0.121606E-18
 547.43315  0.129938E-18  0.129277E-18
 547.46206  0.125308E-18  0.124391E-18
 547.49097  0.120357E-18  0.126598E-18
 547.51988  0.131404E-18  0.133026E-18
 547.54880  0.130603E-18  0.132797E-18
 547.57772  0.139480E-18  0.137585E-18
 547.60664  0.139532E-18  0.132695E-18
 547.63557  0.123916E-18  0.125053E-18
 547.66450  0.132808E-18  0.133395E-18
 547.69343  0.148263E-18  0.142915E-18
 547.72237  0.145626E-18  0.143526E-18
 547.75130  0.147265E-18  0.145995E-18
 547.78025  0.145129E-18  0.140246E-18
 547.80919  0.128676E-18  0.126808E-18
 547.83814  0.121332E-18  0.123215E-18
 547.86709  0.123507E-18  0.126645E-18
 547.89604  0.130418E-18  0.132829E-18
 547.92500  0.131932E-18  0.134592E-18
 547.95396  0.131186E-18  0.132792E-18
 547.98292  0.126963E-18  0.126551E-18
